ID,year,week,start.date,end.date,district,cases
9391,2013,48,2013-11-23,2013-11-29,Matale,8
9392,2013,48,2013-11-23,2013-11-29,NuwaraEliya,3
9393,2013,48,2013-11-23,2013-11-29,Galle,10
9394,2013,48,2013-11-23,2013-11-29,Hambanthota,4
9395,2013,48,2013-11-23,2013-11-29,Matara,3
9396,2013,48,2013-11-23,2013-11-29,Jaffna,12
9397,2013,48,2013-11-23,2013-11-29,Kilinochchi,0
9398,2013,48,2013-11-23,2013-11-29,Mannar,0
9399,2013,48,2013-11-23,2013-11-29,Vavuniya,1
9400,2013,48,2013-11-23,2013-11-29,Mullaitivu,1
9401,2013,48,2013-11-23,2013-11-29,Batticaloa,3
9402,2013,48,2013-11-23,2013-11-29,Ampara,3
9403,2013,48,2013-11-23,2013-11-29,Trincomalee,1
9404,2013,48,2013-11-23,2013-11-29,Kurunegala,27
9405,2013,48,2013-11-23,2013-11-29,Puttalam,7
9406,2013,48,2013-11-23,2013-11-29,Anuradhapura,3
9407,2013,48,2013-11-23,2013-11-29,Polonnaruwa,3
9408,2013,48,2013-11-23,2013-11-29,Badulla,4
9409,2013,48,2013-11-23,2013-11-29,Monaragala,1
9410,2013,48,2013-11-23,2013-11-29,Ratnapura,10
9411,2013,48,2013-11-23,2013-11-29,Kegalle,20
9412,2013,48,2013-11-23,2013-11-29,Kalmune,1
9413,2013,49,2013-11-30,2013-12-06,Colombo,254
9414,2013,49,2013-11-30,2013-12-06,Gampaha,40
9415,2013,49,2013-11-30,2013-12-06,Kalutara,37
9416,2013,49,2013-11-30,2013-12-06,Kandy,9
9417,2013,49,2013-11-30,2013-12-06,Matale,11
9418,2013,49,2013-11-30,2013-12-06,NuwaraEliya,9
9419,2013,49,2013-11-30,2013-12-06,Galle,10
9420,2013,49,2013-11-30,2013-12-06,Hambanthota,2
9421,2013,49,2013-11-30,2013-12-06,Matara,11
9422,2013,49,2013-11-30,2013-12-06,Jaffna,25
9423,2013,49,2013-11-30,2013-12-06,Kilinochchi,0
9424,2013,49,2013-11-30,2013-12-06,Mannar,0
9425,2013,49,2013-11-30,2013-12-06,Vavuniya,0
9426,2013,49,2013-11-30,2013-12-06,Mullaitivu,0
9427,2013,49,2013-11-30,2013-12-06,Batticaloa,6
9428,2013,49,2013-11-30,2013-12-06,Ampara,3
9429,2013,49,2013-11-30,2013-12-06,Trincomalee,0
9430,2013,49,2013-11-30,2013-12-06,Kurunegala,21
9431,2013,49,2013-11-30,2013-12-06,Puttalam,8
9432,2013,49,2013-11-30,2013-12-06,Anuradhapura,9
9433,2013,49,2013-11-30,2013-12-06,Polonnaruwa,10
9434,2013,49,2013-11-30,2013-12-06,Badulla,7
9435,2013,49,2013-11-30,2013-12-06,Monaragala,4
9436,2013,49,2013-11-30,2013-12-06,Ratnapura,7
9437,2013,49,2013-11-30,2013-12-06,Kegalle,12
9438,2013,49,2013-11-30,2013-12-06,Kalmune,1
9439,2013,50,2013-12-07,2013-12-13,Colombo,256
9440,2013,50,2013-12-07,2013-12-13,Gampaha,44
9441,2013,50,2013-12-07,2013-12-13,Kalutara,32
9442,2013,50,2013-12-07,2013-12-13,Kandy,28
9443,2013,50,2013-12-07,2013-12-13,Matale,3
9444,2013,50,2013-12-07,2013-12-13,NuwaraEliya,5
9445,2013,50,2013-12-07,2013-12-13,Galle,13
9446,2013,50,2013-12-07,2013-12-13,Hambanthota,7
9447,2013,50,2013-12-07,2013-12-13,Matara,10
9448,2013,50,2013-12-07,2013-12-13,Jaffna,26
9449,2013,50,2013-12-07,2013-12-13,Kilinochchi,0
9450,2013,50,2013-12-07,2013-12-13,Mannar,0
9451,2013,50,2013-12-07,2013-12-13,Vavuniya,0
9452,2013,50,2013-12-07,2013-12-13,Mullaitivu,0
9453,2013,50,2013-12-07,2013-12-13,Batticaloa,4
9454,2013,50,2013-12-07,2013-12-13,Ampara,1
9455,2013,50,2013-12-07,2013-12-13,Trincomalee,0
9456,2013,50,2013-12-07,2013-12-13,Kurunegala,24
9457,2013,50,2013-12-07,2013-12-13,Puttalam,16
9458,2013,50,2013-12-07,2013-12-13,Anuradhapura,13
9459,2013,50,2013-12-07,2013-12-13,Polonnaruwa,6
9460,2013,50,2013-12-07,2013-12-13,Badulla,3
9461,2013,50,2013-12-07,2013-12-13,Monaragala,2
9462,2013,50,2013-12-07,2013-12-13,Ratnapura,4
9463,2013,50,2013-12-07,2013-12-13,Kegalle,24
9464,2013,50,2013-12-07,2013-12-13,Kalmune,1
9465,2013,51,2013-12-14,2013-12-20,Colombo,249
9466,2013,51,2013-12-14,2013-12-20,Gampaha,23
9467,2013,51,2013-12-14,2013-12-20,Kalutara,49
9468,2013,51,2013-12-14,2013-12-20,Kandy,18
9469,2013,51,2013-12-14,2013-12-20,Matale,4
9470,2013,51,2013-12-14,2013-12-20,NuwaraEliya,6
9471,2013,51,2013-12-14,2013-12-20,Galle,29
9472,2013,51,2013-12-14,2013-12-20,Hambanthota,6
9473,2013,51,2013-12-14,2013-12-20,Matara,10
9474,2013,51,2013-12-14,2013-12-20,Jaffna,19
9475,2013,51,2013-12-14,2013-12-20,Kilinochchi,1
9476,2013,51,2013-12-14,2013-12-20,Mannar,0
9477,2013,51,2013-12-14,2013-12-20,Vavuniya,3
9478,2013,51,2013-12-14,2013-12-20,Mullaitivu,0
9479,2013,51,2013-12-14,2013-12-20,Batticaloa,9
9480,2013,51,2013-12-14,2013-12-20,Ampara,5
9481,2013,51,2013-12-14,2013-12-20,Trincomalee,1
9482,2013,51,2013-12-14,2013-12-20,Kurunegala,15
9483,2013,51,2013-12-14,2013-12-20,Puttalam,10
9484,2013,51,2013-12-14,2013-12-20,Anuradhapura,11
9485,2013,51,2013-12-14,2013-12-20,Polonnaruwa,11
9486,2013,51,2013-12-14,2013-12-20,Badulla,5
9487,2013,51,2013-12-14,2013-12-20,Monaragala,0
9488,2013,51,2013-12-14,2013-12-20,Ratnapura,8
9489,2013,51,2013-12-14,2013-12-20,Kegalle,22
9490,2013,51,2013-12-14,2013-12-20,Kalmune,0
9491,2013,52,2013-12-21,2013-12-27,Colombo,329
9492,2013,52,2013-12-21,2013-12-27,Gampaha,44
9493,2013,52,2013-12-21,2013-12-27,Kalutara,19
9494,2013,52,2013-12-21,2013-12-27,Kandy,22
9495,2013,52,2013-12-21,2013-12-27,Matale,10
9496,2013,52,2013-12-21,2013-12-27,NuwaraEliya,2
9497,2013,52,2013-12-21,2013-12-27,Galle,27
9498,2013,52,2013-12-21,2013-12-27,Hambanthota,5
9499,2013,52,2013-12-21,2013-12-27,Matara,6
9500,2013,52,2013-12-21,2013-12-27,Jaffna,34
9501,2013,52,2013-12-21,2013-12-27,Kilinochchi,0
9502,2013,52,2013-12-21,2013-12-27,Mannar,1
9503,2013,52,2013-12-21,2013-12-27,Vavuniya,1
9504,2013,52,2013-12-21,2013-12-27,Mullaitivu,0
9505,2013,52,2013-12-21,2013-12-27,Batticaloa,2
9506,2013,52,2013-12-21,2013-12-27,Ampara,13
9507,2013,52,2013-12-21,2013-12-27,Trincomalee,5
9508,2013,52,2013-12-21,2013-12-27,Kurunegala,17
9509,2013,52,2013-12-21,2013-12-27,Puttalam,15
9510,2013,52,2013-12-21,2013-12-27,Anuradhapura,14
9511,2013,52,2013-12-21,2013-12-27,Polonnaruwa,7
9512,2013,52,2013-12-21,2013-12-27,Badulla,9
9513,2013,52,2013-12-21,2013-12-27,Monaragala,3
9514,2013,52,2013-12-21,2013-12-27,Ratnapura,10
9515,2013,52,2013-12-21,2013-12-27,Kegalle,18
9516,2013,52,2013-12-21,2013-12-27,Kalmune,0
9517,2014,1,2013-12-28,2014-01-03,Colombo,244
9518,2014,1,2013-12-28,2014-01-03,Gampaha,103
9519,2014,1,2013-12-28,2014-01-03,Kalutara,48
9520,2014,1,2013-12-28,2014-01-03,Kandy,16
9521,2014,1,2013-12-28,2014-01-03,Matale,8
9522,2014,1,2013-12-28,2014-01-03,NuwaraEliya,8
9523,2014,1,2013-12-28,2014-01-03,Galle,17
9524,2014,1,2013-12-28,2014-01-03,Hambanthota,13
9525,2014,1,2013-12-28,2014-01-03,Matara,10
9526,2014,1,2013-12-28,2014-01-03,Jaffna,43
9527,2014,1,2013-12-28,2014-01-03,Kilinochchi,1
9528,2014,1,2013-12-28,2014-01-03,Mannar,1
9529,2014,1,2013-12-28,2014-01-03,Vavuniya,1
9530,2014,1,2013-12-28,2014-01-03,Mullaitivu,3
9531,2014,1,2013-12-28,2014-01-03,Batticaloa,5
9532,2014,1,2013-12-28,2014-01-03,Ampara,0
9533,2014,1,2013-12-28,2014-01-03,Trincomalee,3
9534,2014,1,2013-12-28,2014-01-03,Kurunegala,25
9535,2014,1,2013-12-28,2014-01-03,Puttalam,22
9536,2014,1,2013-12-28,2014-01-03,Anuradhapura,3
9537,2014,1,2013-12-28,2014-01-03,Polonnaruwa,9
9538,2014,1,2013-12-28,2014-01-03,Badulla,11
9539,2014,1,2013-12-28,2014-01-03,Monaragala,5
9540,2014,1,2013-12-28,2014-01-03,Ratnapura,12
9541,2014,1,2013-12-28,2014-01-03,Kegalle,18
9542,2014,1,2013-12-28,2014-01-03,Kalmune,5
9543,2014,2,2014-01-04,2014-01-10,Colombo,193
9544,2014,2,2014-01-04,2014-01-10,Gampaha,68
9545,2014,2,2014-01-04,2014-01-10,Kalutara,55
9546,2014,2,2014-01-04,2014-01-10,Kandy,19
9547,2014,2,2014-01-04,2014-01-10,Matale,3
9548,2014,2,2014-01-04,2014-01-10,NuwaraEliya,9
9549,2014,2,2014-01-04,2014-01-10,Galle,25
9550,2014,2,2014-01-04,2014-01-10,Hambanthota,10
9551,2014,2,2014-01-04,2014-01-10,Matara,12
9552,2014,2,2014-01-04,2014-01-10,Jaffna,23
9553,2014,2,2014-01-04,2014-01-10,Kilinochchi,2
9554,2014,2,2014-01-04,2014-01-10,Mannar,1
9555,2014,2,2014-01-04,2014-01-10,Vavuniya,1
9556,2014,2,2014-01-04,2014-01-10,Mullaitivu,3
9557,2014,2,2014-01-04,2014-01-10,Batticaloa,6
9558,2014,2,2014-01-04,2014-01-10,Ampara,0
9559,2014,2,2014-01-04,2014-01-10,Trincomalee,11
9560,2014,2,2014-01-04,2014-01-10,Kurunegala,27
9561,2014,2,2014-01-04,2014-01-10,Puttalam,9
9562,2014,2,2014-01-04,2014-01-10,Anuradhapura,7
9563,2014,2,2014-01-04,2014-01-10,Polonnaruwa,5
9564,2014,2,2014-01-04,2014-01-10,Badulla,9
9565,2014,2,2014-01-04,2014-01-10,Monaragala,3
9566,2014,2,2014-01-04,2014-01-10,Ratnapura,8
9567,2014,2,2014-01-04,2014-01-10,Kegalle,21
9568,2014,2,2014-01-04,2014-01-10,Kalmune,0
9569,2014,3,2014-01-11,2014-01-17,Colombo,299
9570,2014,3,2014-01-11,2014-01-17,Gampaha,87
9571,2014,3,2014-01-11,2014-01-17,Kalutara,42
9572,2014,3,2014-01-11,2014-01-17,Kandy,9
9573,2014,3,2014-01-11,2014-01-17,Matale,4
9574,2014,3,2014-01-11,2014-01-17,NuwaraEliya,1
9575,2014,3,2014-01-11,2014-01-17,Galle,19
9576,2014,3,2014-01-11,2014-01-17,Hambanthota,5
9577,2014,3,2014-01-11,2014-01-17,Matara,9
9578,2014,3,2014-01-11,2014-01-17,Jaffna,10
9579,2014,3,2014-01-11,2014-01-17,Kilinochchi,0
9580,2014,3,2014-01-11,2014-01-17,Mannar,0
9581,2014,3,2014-01-11,2014-01-17,Vavuniya,2
9582,2014,3,2014-01-11,2014-01-17,Mullaitivu,3
9583,2014,3,2014-01-11,2014-01-17,Batticaloa,4
9584,2014,3,2014-01-11,2014-01-17,Ampara,0
9585,2014,3,2014-01-11,2014-01-17,Trincomalee,8
9586,2014,3,2014-01-11,2014-01-17,Kurunegala,22
9587,2014,3,2014-01-11,2014-01-17,Puttalam,16
9588,2014,3,2014-01-11,2014-01-17,Anuradhapura,13
9589,2014,3,2014-01-11,2014-01-17,Polonnaruwa,17
9590,2014,3,2014-01-11,2014-01-17,Badulla,3
9591,2014,3,2014-01-11,2014-01-17,Monaragala,5
9592,2014,3,2014-01-11,2014-01-17,Ratnapura,17
9593,2014,3,2014-01-11,2014-01-17,Kegalle,9
9594,2014,3,2014-01-11,2014-01-17,Kalmune,3
9595,2014,4,2014-01-18,2014-01-24,Colombo,200
9596,2014,4,2014-01-18,2014-01-24,Gampaha,81
9597,2014,4,2014-01-18,2014-01-24,Kalutara,49
9598,2014,4,2014-01-18,2014-01-24,Kandy,13
9599,2014,4,2014-01-18,2014-01-24,Matale,5
9600,2014,4,2014-01-18,2014-01-24,NuwaraEliya,3
9601,2014,4,2014-01-18,2014-01-24,Galle,17
9602,2014,4,2014-01-18,2014-01-24,Hambanthota,5
9603,2014,4,2014-01-18,2014-01-24,Matara,12
9604,2014,4,2014-01-18,2014-01-24,Jaffna,31
9605,2014,4,2014-01-18,2014-01-24,Kilinochchi,0
9606,2014,4,2014-01-18,2014-01-24,Mannar,0
9607,2014,4,2014-01-18,2014-01-24,Vavuniya,0
9608,2014,4,2014-01-18,2014-01-24,Mullaitivu,1
9609,2014,4,2014-01-18,2014-01-24,Batticaloa,10
9610,2014,4,2014-01-18,2014-01-24,Ampara,9
9611,2014,4,2014-01-18,2014-01-24,Trincomalee,13
9612,2014,4,2014-01-18,2014-01-24,Kurunegala,28
9613,2014,4,2014-01-18,2014-01-24,Puttalam,19
9614,2014,4,2014-01-18,2014-01-24,Anuradhapura,15
9615,2014,4,2014-01-18,2014-01-24,Polonnaruwa,4
9616,2014,4,2014-01-18,2014-01-24,Badulla,10
9617,2014,4,2014-01-18,2014-01-24,Monaragala,2
9618,2014,4,2014-01-18,2014-01-24,Ratnapura,15
9619,2014,4,2014-01-18,2014-01-24,Kegalle,17
9620,2014,4,2014-01-18,2014-01-24,Kalmune,3
9621,2014,5,2014-01-25,2014-01-31,Colombo,142
9622,2014,5,2014-01-25,2014-01-31,Gampaha,66
9623,2014,5,2014-01-25,2014-01-31,Kalutara,16
9624,2014,5,2014-01-25,2014-01-31,Kandy,11
9625,2014,5,2014-01-25,2014-01-31,Matale,3
9626,2014,5,2014-01-25,2014-01-31,NuwaraEliya,1
9627,2014,5,2014-01-25,2014-01-31,Galle,18
9628,2014,5,2014-01-25,2014-01-31,Hambanthota,9
9629,2014,5,2014-01-25,2014-01-31,Matara,7
9630,2014,5,2014-01-25,2014-01-31,Jaffna,24
9631,2014,5,2014-01-25,2014-01-31,Kilinochchi,0
9632,2014,5,2014-01-25,2014-01-31,Mannar,0
9633,2014,5,2014-01-25,2014-01-31,Vavuniya,0
9634,2014,5,2014-01-25,2014-01-31,Mullaitivu,1
9635,2014,5,2014-01-25,2014-01-31,Batticaloa,12
9636,2014,5,2014-01-25,2014-01-31,Ampara,1
9637,2014,5,2014-01-25,2014-01-31,Trincomalee,7
9638,2014,5,2014-01-25,2014-01-31,Kurunegala,28
9639,2014,5,2014-01-25,2014-01-31,Puttalam,14
9640,2014,5,2014-01-25,2014-01-31,Anuradhapura,5
9641,2014,5,2014-01-25,2014-01-31,Polonnaruwa,0
9642,2014,5,2014-01-25,2014-01-31,Badulla,7
9643,2014,5,2014-01-25,2014-01-31,Monaragala,2
9644,2014,5,2014-01-25,2014-01-31,Ratnapura,15
9645,2014,5,2014-01-25,2014-01-31,Kegalle,6
9646,2014,5,2014-01-25,2014-01-31,Kalmune,0
9647,2014,6,2014-02-01,2014-02-07,Colombo,118
9648,2014,6,2014-02-01,2014-02-07,Gampaha,55
9649,2014,6,2014-02-01,2014-02-07,Kalutara,35
9650,2014,6,2014-02-01,2014-02-07,Kandy,7
9651,2014,6,2014-02-01,2014-02-07,Matale,3
9652,2014,6,2014-02-01,2014-02-07,NuwaraEliya,1
9653,2014,6,2014-02-01,2014-02-07,Galle,11
9654,2014,6,2014-02-01,2014-02-07,Hambanthota,6
9655,2014,6,2014-02-01,2014-02-07,Matara,8
9656,2014,6,2014-02-01,2014-02-07,Jaffna,15
9657,2014,6,2014-02-01,2014-02-07,Kilinochchi,3
9658,2014,6,2014-02-01,2014-02-07,Mannar,0
9659,2014,6,2014-02-01,2014-02-07,Vavuniya,0
9660,2014,6,2014-02-01,2014-02-07,Mullaitivu,5
9661,2014,6,2014-02-01,2014-02-07,Batticaloa,11
9662,2014,6,2014-02-01,2014-02-07,Ampara,2
9663,2014,6,2014-02-01,2014-02-07,Trincomalee,11
9664,2014,6,2014-02-01,2014-02-07,Kurunegala,29
9665,2014,6,2014-02-01,2014-02-07,Puttalam,16
9666,2014,6,2014-02-01,2014-02-07,Anuradhapura,12
9667,2014,6,2014-02-01,2014-02-07,Polonnaruwa,0
9668,2014,6,2014-02-01,2014-02-07,Badulla,12
9669,2014,6,2014-02-01,2014-02-07,Monaragala,8
9670,2014,6,2014-02-01,2014-02-07,Ratnapura,10
9671,2014,6,2014-02-01,2014-02-07,Kegalle,10
9672,2014,6,2014-02-01,2014-02-07,Kalmune,0
9673,2014,7,2014-02-08,2014-02-14,Colombo,143
9674,2014,7,2014-02-08,2014-02-14,Gampaha,52
9675,2014,7,2014-02-08,2014-02-14,Kalutara,31
9676,2014,7,2014-02-08,2014-02-14,Kandy,13
9677,2014,7,2014-02-08,2014-02-14,Matale,5
9678,2014,7,2014-02-08,2014-02-14,NuwaraEliya,2
9679,2014,7,2014-02-08,2014-02-14,Galle,1
9680,2014,7,2014-02-08,2014-02-14,Hambanthota,5
9681,2014,7,2014-02-08,2014-02-14,Matara,12
9682,2014,7,2014-02-08,2014-02-14,Jaffna,27
9683,2014,7,2014-02-08,2014-02-14,Kilinochchi,0
9684,2014,7,2014-02-08,2014-02-14,Mannar,0
9685,2014,7,2014-02-08,2014-02-14,Vavuniya,1
9686,2014,7,2014-02-08,2014-02-14,Mullaitivu,3
9687,2014,7,2014-02-08,2014-02-14,Batticaloa,11
9688,2014,7,2014-02-08,2014-02-14,Ampara,1
9689,2014,7,2014-02-08,2014-02-14,Trincomalee,4
9690,2014,7,2014-02-08,2014-02-14,Kurunegala,28
9691,2014,7,2014-02-08,2014-02-14,Puttalam,4
9692,2014,7,2014-02-08,2014-02-14,Anuradhapura,6
9693,2014,7,2014-02-08,2014-02-14,Polonnaruwa,0
9694,2014,7,2014-02-08,2014-02-14,Badulla,9
9695,2014,7,2014-02-08,2014-02-14,Monaragala,2
9696,2014,7,2014-02-08,2014-02-14,Ratnapura,11
9697,2014,7,2014-02-08,2014-02-14,Kegalle,14
9698,2014,7,2014-02-08,2014-02-14,Kalmune,3
9699,2014,8,2014-02-15,2014-02-21,Colombo,182
9700,2014,8,2014-02-15,2014-02-21,Gampaha,64
9701,2014,8,2014-02-15,2014-02-21,Kalutara,37
9702,2014,8,2014-02-15,2014-02-21,Kandy,10
9703,2014,8,2014-02-15,2014-02-21,Matale,5
9704,2014,8,2014-02-15,2014-02-21,NuwaraEliya,6
9705,2014,8,2014-02-15,2014-02-21,Galle,1
9706,2014,8,2014-02-15,2014-02-21,Hambanthota,11
9707,2014,8,2014-02-15,2014-02-21,Matara,8
9708,2014,8,2014-02-15,2014-02-21,Jaffna,25
9709,2014,8,2014-02-15,2014-02-21,Kilinochchi,1
9710,2014,8,2014-02-15,2014-02-21,Mannar,1
9711,2014,8,2014-02-15,2014-02-21,Vavuniya,5
9712,2014,8,2014-02-15,2014-02-21,Mullaitivu,0
9713,2014,8,2014-02-15,2014-02-21,Batticaloa,15
9714,2014,8,2014-02-15,2014-02-21,Ampara,4
9715,2014,8,2014-02-15,2014-02-21,Trincomalee,5
9716,2014,8,2014-02-15,2014-02-21,Kurunegala,16
9717,2014,8,2014-02-15,2014-02-21,Puttalam,2
9718,2014,8,2014-02-15,2014-02-21,Anuradhapura,7
9719,2014,8,2014-02-15,2014-02-21,Polonnaruwa,0
9720,2014,8,2014-02-15,2014-02-21,Badulla,14
9721,2014,8,2014-02-15,2014-02-21,Monaragala,8
9722,2014,8,2014-02-15,2014-02-21,Ratnapura,4
9723,2014,8,2014-02-15,2014-02-21,Kegalle,15
9724,2014,8,2014-02-15,2014-02-21,Kalmune,4
9725,2014,9,2014-02-22,2014-02-28,Colombo,136
9726,2014,9,2014-02-22,2014-02-28,Gampaha,34
9727,2014,9,2014-02-22,2014-02-28,Kalutara,19
9728,2014,9,2014-02-22,2014-02-28,Kandy,8
9729,2014,9,2014-02-22,2014-02-28,Matale,8
9730,2014,9,2014-02-22,2014-02-28,NuwaraEliya,4
9731,2014,9,2014-02-22,2014-02-28,Galle,8
9732,2014,9,2014-02-22,2014-02-28,Hambanthota,4
9733,2014,9,2014-02-22,2014-02-28,Matara,3
9734,2014,9,2014-02-22,2014-02-28,Jaffna,23
9735,2014,9,2014-02-22,2014-02-28,Kilinochchi,1
9736,2014,9,2014-02-22,2014-02-28,Mannar,0
9737,2014,9,2014-02-22,2014-02-28,Vavuniya,1
9738,2014,9,2014-02-22,2014-02-28,Mullaitivu,0
9739,2014,9,2014-02-22,2014-02-28,Batticaloa,13
9740,2014,9,2014-02-22,2014-02-28,Ampara,5
9741,2014,9,2014-02-22,2014-02-28,Trincomalee,15
9742,2014,9,2014-02-22,2014-02-28,Kurunegala,14
9743,2014,9,2014-02-22,2014-02-28,Puttalam,4
9744,2014,9,2014-02-22,2014-02-28,Anuradhapura,7
9745,2014,9,2014-02-22,2014-02-28,Polonnaruwa,0
9746,2014,9,2014-02-22,2014-02-28,Badulla,3
9747,2014,9,2014-02-22,2014-02-28,Monaragala,1
9748,2014,9,2014-02-22,2014-02-28,Ratnapura,2
9749,2014,9,2014-02-22,2014-02-28,Kegalle,11
9750,2014,9,2014-02-22,2014-02-28,Kalmune,1
9751,2014,10,2014-03-01,2014-03-07,Colombo,144
9752,2014,10,2014-03-01,2014-03-07,Gampaha,46
9753,2014,10,2014-03-01,2014-03-07,Kalutara,32
9754,2014,10,2014-03-01,2014-03-07,Kandy,4
9755,2014,10,2014-03-01,2014-03-07,Matale,2
9756,2014,10,2014-03-01,2014-03-07,NuwaraEliya,1
9757,2014,10,2014-03-01,2014-03-07,Galle,3
9758,2014,10,2014-03-01,2014-03-07,Hambanthota,3
9759,2014,10,2014-03-01,2014-03-07,Matara,6
9760,2014,10,2014-03-01,2014-03-07,Jaffna,4
9761,2014,10,2014-03-01,2014-03-07,Kilinochchi,1
9762,2014,10,2014-03-01,2014-03-07,Mannar,0
9763,2014,10,2014-03-01,2014-03-07,Vavuniya,2
9764,2014,10,2014-03-01,2014-03-07,Mullaitivu,0
9765,2014,10,2014-03-01,2014-03-07,Batticaloa,22
9766,2014,10,2014-03-01,2014-03-07,Ampara,1
9767,2014,10,2014-03-01,2014-03-07,Trincomalee,24
9768,2014,10,2014-03-01,2014-03-07,Kurunegala,20
9769,2014,10,2014-03-01,2014-03-07,Puttalam,5
9770,2014,10,2014-03-01,2014-03-07,Anuradhapura,8
9771,2014,10,2014-03-01,2014-03-07,Polonnaruwa,0
9772,2014,10,2014-03-01,2014-03-07,Badulla,16
9773,2014,10,2014-03-01,2014-03-07,Monaragala,4
9774,2014,10,2014-03-01,2014-03-07,Ratnapura,11
9775,2014,10,2014-03-01,2014-03-07,Kegalle,9
9776,2014,10,2014-03-01,2014-03-07,Kalmune,1
9777,2014,11,2014-03-08,2014-03-14,Colombo,69
9778,2014,11,2014-03-08,2014-03-14,Gampaha,34
9779,2014,11,2014-03-08,2014-03-14,Kalutara,23
9780,2014,11,2014-03-08,2014-03-14,Kandy,13
9781,2014,11,2014-03-08,2014-03-14,Matale,3
9782,2014,11,2014-03-08,2014-03-14,NuwaraEliya,2
9783,2014,11,2014-03-08,2014-03-14,Galle,12
9784,2014,11,2014-03-08,2014-03-14,Hambanthota,3
9785,2014,11,2014-03-08,2014-03-14,Matara,1
9786,2014,11,2014-03-08,2014-03-14,Jaffna,12
9787,2014,11,2014-03-08,2014-03-14,Kilinochchi,0
9788,2014,11,2014-03-08,2014-03-14,Mannar,0
9789,2014,11,2014-03-08,2014-03-14,Vavuniya,1
9790,2014,11,2014-03-08,2014-03-14,Mullaitivu,3
9791,2014,11,2014-03-08,2014-03-14,Batticaloa,24
9792,2014,11,2014-03-08,2014-03-14,Ampara,2
9793,2014,11,2014-03-08,2014-03-14,Trincomalee,8
9794,2014,11,2014-03-08,2014-03-14,Kurunegala,14
9795,2014,11,2014-03-08,2014-03-14,Puttalam,3
9796,2014,11,2014-03-08,2014-03-14,Anuradhapura,4
9797,2014,11,2014-03-08,2014-03-14,Polonnaruwa,0
9798,2014,11,2014-03-08,2014-03-14,Badulla,2
9799,2014,11,2014-03-08,2014-03-14,Monaragala,8
9800,2014,11,2014-03-08,2014-03-14,Ratnapura,9
9801,2014,11,2014-03-08,2014-03-14,Kegalle,8
9802,2014,11,2014-03-08,2014-03-14,Kalmune,6
9803,2014,12,2014-03-15,2014-03-21,Colombo,128
9804,2014,12,2014-03-15,2014-03-21,Gampaha,43
9805,2014,12,2014-03-15,2014-03-21,Kalutara,22
9806,2014,12,2014-03-15,2014-03-21,Kandy,9
9807,2014,12,2014-03-15,2014-03-21,Matale,7
9808,2014,12,2014-03-15,2014-03-21,NuwaraEliya,2
9809,2014,12,2014-03-15,2014-03-21,Galle,18
9810,2014,12,2014-03-15,2014-03-21,Hambanthota,2
9811,2014,12,2014-03-15,2014-03-21,Matara,3
9812,2014,12,2014-03-15,2014-03-21,Jaffna,14
9813,2014,12,2014-03-15,2014-03-21,Kilinochchi,1
9814,2014,12,2014-03-15,2014-03-21,Mannar,0
9815,2014,12,2014-03-15,2014-03-21,Vavuniya,0
9816,2014,12,2014-03-15,2014-03-21,Mullaitivu,6
9817,2014,12,2014-03-15,2014-03-21,Batticaloa,47
9818,2014,12,2014-03-15,2014-03-21,Ampara,1
9819,2014,12,2014-03-15,2014-03-21,Trincomalee,2
9820,2014,12,2014-03-15,2014-03-21,Kurunegala,22
9821,2014,12,2014-03-15,2014-03-21,Puttalam,2
9822,2014,12,2014-03-15,2014-03-21,Anuradhapura,6
9823,2014,12,2014-03-15,2014-03-21,Polonnaruwa,0
9824,2014,12,2014-03-15,2014-03-21,Badulla,9
9825,2014,12,2014-03-15,2014-03-21,Monaragala,7
9826,2014,12,2014-03-15,2014-03-21,Ratnapura,5
9827,2014,12,2014-03-15,2014-03-21,Kegalle,12
9828,2014,12,2014-03-15,2014-03-21,Kalmune,2
9829,2014,13,2014-03-22,2014-03-28,Colombo,60
9830,2014,13,2014-03-22,2014-03-28,Gampaha,8
9831,2014,13,2014-03-22,2014-03-28,Kalutara,18
9832,2014,13,2014-03-22,2014-03-28,Kandy,9
9833,2014,13,2014-03-22,2014-03-28,Matale,4
9834,2014,13,2014-03-22,2014-03-28,NuwaraEliya,1
9835,2014,13,2014-03-22,2014-03-28,Galle,3
9836,2014,13,2014-03-22,2014-03-28,Hambanthota,2
9837,2014,13,2014-03-22,2014-03-28,Matara,1
9838,2014,13,2014-03-22,2014-03-28,Jaffna,7
9839,2014,13,2014-03-22,2014-03-28,Kilinochchi,0
9840,2014,13,2014-03-22,2014-03-28,Mannar,0
9841,2014,13,2014-03-22,2014-03-28,Vavuniya,0
9842,2014,13,2014-03-22,2014-03-28,Mullaitivu,0
9843,2014,13,2014-03-22,2014-03-28,Batticaloa,39
9844,2014,13,2014-03-22,2014-03-28,Ampara,1
9845,2014,13,2014-03-22,2014-03-28,Trincomalee,27
9846,2014,13,2014-03-22,2014-03-28,Kurunegala,11
9847,2014,13,2014-03-22,2014-03-28,Puttalam,6
9848,2014,13,2014-03-22,2014-03-28,Anuradhapura,4
9849,2014,13,2014-03-22,2014-03-28,Polonnaruwa,0
9850,2014,13,2014-03-22,2014-03-28,Badulla,4
9851,2014,13,2014-03-22,2014-03-28,Monaragala,2
