ID,year,week,start.date,end.date,district,cases
2973,2009,10,2009-02-28,2009-03-06,Matara,3
2974,2009,10,2009-02-28,2009-03-06,Jaffna,0
2975,2009,10,2009-02-28,2009-03-06,Kilinochchi,0
2976,2009,10,2009-02-28,2009-03-06,Mannar,0
2977,2009,10,2009-02-28,2009-03-06,Vavuniya,0
2978,2009,10,2009-02-28,2009-03-06,Mullaitivu,0
2979,2009,10,2009-02-28,2009-03-06,Batticaloa,23
2980,2009,10,2009-02-28,2009-03-06,Ampara,8
2981,2009,10,2009-02-28,2009-03-06,Trincomalee,0
2982,2009,10,2009-02-28,2009-03-06,Kurunegala,15
2983,2009,10,2009-02-28,2009-03-06,Puttalam,10
2984,2009,10,2009-02-28,2009-03-06,Anuradhapura,6
2985,2009,10,2009-02-28,2009-03-06,Polonnaruwa,1
2986,2009,10,2009-02-28,2009-03-06,Badulla,2
2987,2009,10,2009-02-28,2009-03-06,Monaragala,0
2988,2009,10,2009-02-28,2009-03-06,Ratnapura,1
2989,2009,10,2009-02-28,2009-03-06,Kegalle,9
2990,2009,10,2009-02-28,2009-03-06,Kalmune,6
2991,2009,11,2009-03-07,2009-03-13,Colombo,27
2992,2009,11,2009-03-07,2009-03-13,Gampaha,4
2993,2009,11,2009-03-07,2009-03-13,Kalutara,11
2994,2009,11,2009-03-07,2009-03-13,Kandy,29
2995,2009,11,2009-03-07,2009-03-13,Matale,19
2996,2009,11,2009-03-07,2009-03-13,NuwaraEliya,0
2997,2009,11,2009-03-07,2009-03-13,Galle,2
2998,2009,11,2009-03-07,2009-03-13,Hambanthota,2
2999,2009,11,2009-03-07,2009-03-13,Matara,6
3000,2009,11,2009-03-07,2009-03-13,Jaffna,1
3001,2009,11,2009-03-07,2009-03-13,Kilinochchi,0
3002,2009,11,2009-03-07,2009-03-13,Mannar,0
3003,2009,11,2009-03-07,2009-03-13,Vavuniya,0
3004,2009,11,2009-03-07,2009-03-13,Mullaitivu,0
3005,2009,11,2009-03-07,2009-03-13,Batticaloa,27
3006,2009,11,2009-03-07,2009-03-13,Ampara,0
3007,2009,11,2009-03-07,2009-03-13,Trincomalee,0
3008,2009,11,2009-03-07,2009-03-13,Kurunegala,10
3009,2009,11,2009-03-07,2009-03-13,Puttalam,6
3010,2009,11,2009-03-07,2009-03-13,Anuradhapura,23
3011,2009,11,2009-03-07,2009-03-13,Polonnaruwa,3
3012,2009,11,2009-03-07,2009-03-13,Badulla,1
3013,2009,11,2009-03-07,2009-03-13,Monaragala,1
3014,2009,11,2009-03-07,2009-03-13,Ratnapura,3
3015,2009,11,2009-03-07,2009-03-13,Kegalle,11
3016,2009,11,2009-03-07,2009-03-13,Kalmune,2
3017,2009,12,2009-03-14,2009-03-20,Colombo,25
3018,2009,12,2009-03-14,2009-03-20,Gampaha,10
3019,2009,12,2009-03-14,2009-03-20,Kalutara,22
3020,2009,12,2009-03-14,2009-03-20,Kandy,38
3021,2009,12,2009-03-14,2009-03-20,Matale,18
3022,2009,12,2009-03-14,2009-03-20,NuwaraEliya,1
3023,2009,12,2009-03-14,2009-03-20,Galle,2
3024,2009,12,2009-03-14,2009-03-20,Hambanthota,0
3025,2009,12,2009-03-14,2009-03-20,Matara,6
3026,2009,12,2009-03-14,2009-03-20,Jaffna,0
3027,2009,12,2009-03-14,2009-03-20,Kilinochchi,0
3028,2009,12,2009-03-14,2009-03-20,Mannar,0
3029,2009,12,2009-03-14,2009-03-20,Vavuniya,0
3030,2009,12,2009-03-14,2009-03-20,Mullaitivu,0
3031,2009,12,2009-03-14,2009-03-20,Batticaloa,28
3032,2009,12,2009-03-14,2009-03-20,Ampara,0
3033,2009,12,2009-03-14,2009-03-20,Trincomalee,1
3034,2009,12,2009-03-14,2009-03-20,Kurunegala,17
3035,2009,12,2009-03-14,2009-03-20,Puttalam,2
3036,2009,12,2009-03-14,2009-03-20,Anuradhapura,26
3037,2009,12,2009-03-14,2009-03-20,Polonnaruwa,1
3038,2009,12,2009-03-14,2009-03-20,Badulla,0
3039,2009,12,2009-03-14,2009-03-20,Monaragala,0
3040,2009,12,2009-03-14,2009-03-20,Ratnapura,2
3041,2009,12,2009-03-14,2009-03-20,Kegalle,27
3042,2009,12,2009-03-14,2009-03-20,Kalmune,0
3043,2009,13,2009-03-21,2009-03-27,Colombo,28
3044,2009,13,2009-03-21,2009-03-27,Gampaha,10
3045,2009,13,2009-03-21,2009-03-27,Kalutara,3
3046,2009,13,2009-03-21,2009-03-27,Kandy,23
3047,2009,13,2009-03-21,2009-03-27,Matale,14
3048,2009,13,2009-03-21,2009-03-27,NuwaraEliya,2
3049,2009,13,2009-03-21,2009-03-27,Galle,2
3050,2009,13,2009-03-21,2009-03-27,Hambanthota,2
3051,2009,13,2009-03-21,2009-03-27,Matara,7
3052,2009,13,2009-03-21,2009-03-27,Jaffna,0
3053,2009,13,2009-03-21,2009-03-27,Kilinochchi,0
3054,2009,13,2009-03-21,2009-03-27,Mannar,0
3055,2009,13,2009-03-21,2009-03-27,Vavuniya,0
3056,2009,13,2009-03-21,2009-03-27,Mullaitivu,0
3057,2009,13,2009-03-21,2009-03-27,Batticaloa,36
3058,2009,13,2009-03-21,2009-03-27,Ampara,0
3059,2009,13,2009-03-21,2009-03-27,Trincomalee,0
3060,2009,13,2009-03-21,2009-03-27,Kurunegala,7
3061,2009,13,2009-03-21,2009-03-27,Puttalam,5
3062,2009,13,2009-03-21,2009-03-27,Anuradhapura,15
3063,2009,13,2009-03-21,2009-03-27,Polonnaruwa,0
3064,2009,13,2009-03-21,2009-03-27,Badulla,2
3065,2009,13,2009-03-21,2009-03-27,Monaragala,1
3066,2009,13,2009-03-21,2009-03-27,Ratnapura,3
3067,2009,13,2009-03-21,2009-03-27,Kegalle,5
3068,2009,13,2009-03-21,2009-03-27,Kalmune,1
3069,2009,14,2009-03-28,2009-04-03,Colombo,23
3070,2009,14,2009-03-28,2009-04-03,Gampaha,10
3071,2009,14,2009-03-28,2009-04-03,Kalutara,6
3072,2009,14,2009-03-28,2009-04-03,Kandy,21
3073,2009,14,2009-03-28,2009-04-03,Matale,20
3074,2009,14,2009-03-28,2009-04-03,NuwaraEliya,0
3075,2009,14,2009-03-28,2009-04-03,Galle,3
3076,2009,14,2009-03-28,2009-04-03,Hambanthota,1
3077,2009,14,2009-03-28,2009-04-03,Matara,3
3078,2009,14,2009-03-28,2009-04-03,Jaffna,0
3079,2009,14,2009-03-28,2009-04-03,Kilinochchi,0
3080,2009,14,2009-03-28,2009-04-03,Mannar,0
3081,2009,14,2009-03-28,2009-04-03,Vavuniya,0
3082,2009,14,2009-03-28,2009-04-03,Mullaitivu,0
3083,2009,14,2009-03-28,2009-04-03,Batticaloa,14
3084,2009,14,2009-03-28,2009-04-03,Ampara,1
3085,2009,14,2009-03-28,2009-04-03,Trincomalee,5
3086,2009,14,2009-03-28,2009-04-03,Kurunegala,12
3087,2009,14,2009-03-28,2009-04-03,Puttalam,1
3088,2009,14,2009-03-28,2009-04-03,Anuradhapura,5
3089,2009,14,2009-03-28,2009-04-03,Polonnaruwa,2
3090,2009,14,2009-03-28,2009-04-03,Badulla,0
3091,2009,14,2009-03-28,2009-04-03,Monaragala,0
3092,2009,14,2009-03-28,2009-04-03,Ratnapura,7
3093,2009,14,2009-03-28,2009-04-03,Kegalle,13
3094,2009,14,2009-03-28,2009-04-03,Kalmune,1
3095,2009,15,2009-04-04,2009-04-10,Colombo,20
3096,2009,15,2009-04-04,2009-04-10,Gampaha,5
3097,2009,15,2009-04-04,2009-04-10,Kalutara,4
3098,2009,15,2009-04-04,2009-04-10,Kandy,5
3099,2009,15,2009-04-04,2009-04-10,Matale,6
3100,2009,15,2009-04-04,2009-04-10,NuwaraEliya,2
3101,2009,15,2009-04-04,2009-04-10,Galle,0
3102,2009,15,2009-04-04,2009-04-10,Hambanthota,0
3103,2009,15,2009-04-04,2009-04-10,Matara,1
3104,2009,15,2009-04-04,2009-04-10,Jaffna,0
3105,2009,15,2009-04-04,2009-04-10,Kilinochchi,0
3106,2009,15,2009-04-04,2009-04-10,Mannar,0
3107,2009,15,2009-04-04,2009-04-10,Vavuniya,0
3108,2009,15,2009-04-04,2009-04-10,Mullaitivu,0
3109,2009,15,2009-04-04,2009-04-10,Batticaloa,0
3110,2009,15,2009-04-04,2009-04-10,Ampara,0
3111,2009,15,2009-04-04,2009-04-10,Trincomalee,0
3112,2009,15,2009-04-04,2009-04-10,Kurunegala,4
3113,2009,15,2009-04-04,2009-04-10,Puttalam,0
3114,2009,15,2009-04-04,2009-04-10,Anuradhapura,4
3115,2009,15,2009-04-04,2009-04-10,Polonnaruwa,0
3116,2009,15,2009-04-04,2009-04-10,Badulla,0
3117,2009,15,2009-04-04,2009-04-10,Monaragala,0
3118,2009,15,2009-04-04,2009-04-10,Ratnapura,0
3119,2009,15,2009-04-04,2009-04-10,Kegalle,1
3120,2009,15,2009-04-04,2009-04-10,Kalmune,0
3121,2009,16,2009-04-11,2009-04-17,Colombo,31
3122,2009,16,2009-04-11,2009-04-17,Gampaha,9
3123,2009,16,2009-04-11,2009-04-17,Kalutara,6
3124,2009,16,2009-04-11,2009-04-17,Kandy,9
3125,2009,16,2009-04-11,2009-04-17,Matale,11
3126,2009,16,2009-04-11,2009-04-17,NuwaraEliya,0
3127,2009,16,2009-04-11,2009-04-17,Galle,1
3128,2009,16,2009-04-11,2009-04-17,Hambanthota,3
3129,2009,16,2009-04-11,2009-04-17,Matara,1
3130,2009,16,2009-04-11,2009-04-17,Jaffna,0
3131,2009,16,2009-04-11,2009-04-17,Kilinochchi,0
3132,2009,16,2009-04-11,2009-04-17,Mannar,0
3133,2009,16,2009-04-11,2009-04-17,Vavuniya,0
3134,2009,16,2009-04-11,2009-04-17,Mullaitivu,0
3135,2009,16,2009-04-11,2009-04-17,Batticaloa,27
3136,2009,16,2009-04-11,2009-04-17,Ampara,2
3137,2009,16,2009-04-11,2009-04-17,Trincomalee,6
3138,2009,16,2009-04-11,2009-04-17,Kurunegala,5
3139,2009,16,2009-04-11,2009-04-17,Puttalam,1
3140,2009,16,2009-04-11,2009-04-17,Anuradhapura,27
3141,2009,16,2009-04-11,2009-04-17,Polonnaruwa,0
3142,2009,16,2009-04-11,2009-04-17,Badulla,4
3143,2009,16,2009-04-11,2009-04-17,Monaragala,0
3144,2009,16,2009-04-11,2009-04-17,Ratnapura,2
3145,2009,16,2009-04-11,2009-04-17,Kegalle,21
3146,2009,16,2009-04-11,2009-04-17,Kalmune,1
3147,2009,17,2009-04-18,2009-04-25,Colombo,57
3148,2009,17,2009-04-18,2009-04-25,Gampaha,17
3149,2009,17,2009-04-18,2009-04-25,Kalutara,15
3150,2009,17,2009-04-18,2009-04-25,Kandy,73
3151,2009,17,2009-04-18,2009-04-25,Matale,18
3152,2009,17,2009-04-18,2009-04-25,NuwaraEliya,5
3153,2009,17,2009-04-18,2009-04-25,Galle,2
3154,2009,17,2009-04-18,2009-04-25,Hambanthota,28
3155,2009,17,2009-04-18,2009-04-25,Matara,5
3156,2009,17,2009-04-18,2009-04-25,Jaffna,0
3157,2009,17,2009-04-18,2009-04-25,Kilinochchi,0
3158,2009,17,2009-04-18,2009-04-25,Mannar,0
3159,2009,17,2009-04-18,2009-04-25,Vavuniya,0
3160,2009,17,2009-04-18,2009-04-25,Mullaitivu,0
3161,2009,17,2009-04-18,2009-04-25,Batticaloa,2
3162,2009,17,2009-04-18,2009-04-25,Ampara,7
3163,2009,17,2009-04-18,2009-04-25,Trincomalee,12
3164,2009,17,2009-04-18,2009-04-25,Kurunegala,25
3165,2009,17,2009-04-18,2009-04-25,Puttalam,2
3166,2009,17,2009-04-18,2009-04-25,Anuradhapura,12
3167,2009,17,2009-04-18,2009-04-25,Polonnaruwa,3
3168,2009,17,2009-04-18,2009-04-25,Badulla,2
3169,2009,17,2009-04-18,2009-04-25,Monaragala,1
3170,2009,17,2009-04-18,2009-04-25,Ratnapura,2
3171,2009,17,2009-04-18,2009-04-25,Kegalle,44
3172,2009,17,2009-04-18,2009-04-25,Kalmune,2
3173,2009,18,2009-04-26,2009-05-02,Colombo,75
3174,2009,18,2009-04-26,2009-05-02,Gampaha,16
3175,2009,18,2009-04-26,2009-05-02,Kalutara,15
3176,2009,18,2009-04-26,2009-05-02,Kandy,54
3177,2009,18,2009-04-26,2009-05-02,Matale,14
3178,2009,18,2009-04-26,2009-05-02,NuwaraEliya,1
3179,2009,18,2009-04-26,2009-05-02,Galle,3
3180,2009,18,2009-04-26,2009-05-02,Hambanthota,57
3181,2009,18,2009-04-26,2009-05-02,Matara,16
3182,2009,18,2009-04-26,2009-05-02,Jaffna,0
3183,2009,18,2009-04-26,2009-05-02,Kilinochchi,0
3184,2009,18,2009-04-26,2009-05-02,Mannar,0
3185,2009,18,2009-04-26,2009-05-02,Vavuniya,0
3186,2009,18,2009-04-26,2009-05-02,Mullaitivu,0
3187,2009,18,2009-04-26,2009-05-02,Batticaloa,13
3188,2009,18,2009-04-26,2009-05-02,Ampara,0
3189,2009,18,2009-04-26,2009-05-02,Trincomalee,9
3190,2009,18,2009-04-26,2009-05-02,Kurunegala,12
3191,2009,18,2009-04-26,2009-05-02,Puttalam,2
3192,2009,18,2009-04-26,2009-05-02,Anuradhapura,5
3193,2009,18,2009-04-26,2009-05-02,Polonnaruwa,1
3194,2009,18,2009-04-26,2009-05-02,Badulla,6
3195,2009,18,2009-04-26,2009-05-02,Monaragala,2
3196,2009,18,2009-04-26,2009-05-02,Ratnapura,10
3197,2009,18,2009-04-26,2009-05-02,Kegalle,24
3198,2009,18,2009-04-26,2009-05-02,Kalmune,0
3199,2009,19,2009-05-03,2009-05-09,Colombo,78
3200,2009,19,2009-05-03,2009-05-09,Gampaha,65
3201,2009,19,2009-05-03,2009-05-09,Kalutara,10
3202,2009,19,2009-05-03,2009-05-09,Kandy,46
3203,2009,19,2009-05-03,2009-05-09,Matale,7
3204,2009,19,2009-05-03,2009-05-09,NuwaraEliya,1
3205,2009,19,2009-05-03,2009-05-09,Galle,5
3206,2009,19,2009-05-03,2009-05-09,Hambanthota,27
3207,2009,19,2009-05-03,2009-05-09,Matara,20
3208,2009,19,2009-05-03,2009-05-09,Jaffna,0
3209,2009,19,2009-05-03,2009-05-09,Kilinochchi,0
3210,2009,19,2009-05-03,2009-05-09,Mannar,0
3211,2009,19,2009-05-03,2009-05-09,Vavuniya,0
3212,2009,19,2009-05-03,2009-05-09,Mullaitivu,0
3213,2009,19,2009-05-03,2009-05-09,Batticaloa,6
3214,2009,19,2009-05-03,2009-05-09,Ampara,0
3215,2009,19,2009-05-03,2009-05-09,Trincomalee,5
3216,2009,19,2009-05-03,2009-05-09,Kurunegala,20
3217,2009,19,2009-05-03,2009-05-09,Puttalam,5
3218,2009,19,2009-05-03,2009-05-09,Anuradhapura,30
3219,2009,19,2009-05-03,2009-05-09,Polonnaruwa,0
3220,2009,19,2009-05-03,2009-05-09,Badulla,3
3221,2009,19,2009-05-03,2009-05-09,Monaragala,4
3222,2009,19,2009-05-03,2009-05-09,Ratnapura,20
3223,2009,19,2009-05-03,2009-05-09,Kegalle,42
3224,2009,19,2009-05-03,2009-05-09,Kalmune,2
3225,2009,20,2009-05-10,2009-05-16,Colombo,94
3226,2009,20,2009-05-10,2009-05-16,Gampaha,53
3227,2009,20,2009-05-10,2009-05-16,Kalutara,8
3228,2009,20,2009-05-10,2009-05-16,Kandy,80
3229,2009,20,2009-05-10,2009-05-16,Matale,9
3230,2009,20,2009-05-10,2009-05-16,NuwaraEliya,5
3231,2009,20,2009-05-10,2009-05-16,Galle,12
3232,2009,20,2009-05-10,2009-05-16,Hambanthota,87
3233,2009,20,2009-05-10,2009-05-16,Matara,45
3234,2009,20,2009-05-10,2009-05-16,Jaffna,0
3235,2009,20,2009-05-10,2009-05-16,Kilinochchi,0
3236,2009,20,2009-05-10,2009-05-16,Mannar,1
3237,2009,20,2009-05-10,2009-05-16,Vavuniya,0
3238,2009,20,2009-05-10,2009-05-16,Mullaitivu,0
3239,2009,20,2009-05-10,2009-05-16,Batticaloa,16
3240,2009,20,2009-05-10,2009-05-16,Ampara,0
3241,2009,20,2009-05-10,2009-05-16,Trincomalee,3
3242,2009,20,2009-05-10,2009-05-16,Kurunegala,44
3243,2009,20,2009-05-10,2009-05-16,Puttalam,8
3244,2009,20,2009-05-10,2009-05-16,Anuradhapura,7
3245,2009,20,2009-05-10,2009-05-16,Polonnaruwa,6
3246,2009,20,2009-05-10,2009-05-16,Badulla,1
3247,2009,20,2009-05-10,2009-05-16,Monaragala,1
3248,2009,20,2009-05-10,2009-05-16,Ratnapura,55
3249,2009,20,2009-05-10,2009-05-16,Kegalle,100
3250,2009,20,2009-05-10,2009-05-16,Kalmune,2
3251,2009,21,2009-05-17,2009-05-23,Colombo,88
3252,2009,21,2009-05-17,2009-05-23,Gampaha,128
3253,2009,21,2009-05-17,2009-05-23,Kalutara,27
3254,2009,21,2009-05-17,2009-05-23,Kandy,90
3255,2009,21,2009-05-17,2009-05-23,Matale,17
3256,2009,21,2009-05-17,2009-05-23,NuwaraEliya,9
3257,2009,21,2009-05-17,2009-05-23,Galle,8
3258,2009,21,2009-05-17,2009-05-23,Hambanthota,40
3259,2009,21,2009-05-17,2009-05-23,Matara,38
3260,2009,21,2009-05-17,2009-05-23,Jaffna,0
3261,2009,21,2009-05-17,2009-05-23,Kilinochchi,0
3262,2009,21,2009-05-17,2009-05-23,Mannar,0
3263,2009,21,2009-05-17,2009-05-23,Vavuniya,2
3264,2009,21,2009-05-17,2009-05-23,Mullaitivu,0
3265,2009,21,2009-05-17,2009-05-23,Batticaloa,8
3266,2009,21,2009-05-17,2009-05-23,Ampara,4
3267,2009,21,2009-05-17,2009-05-23,Trincomalee,3
3268,2009,21,2009-05-17,2009-05-23,Kurunegala,108
3269,2009,21,2009-05-17,2009-05-23,Puttalam,9
3270,2009,21,2009-05-17,2009-05-23,Anuradhapura,13
3271,2009,21,2009-05-17,2009-05-23,Polonnaruwa,5
3272,2009,21,2009-05-17,2009-05-23,Badulla,9
3273,2009,21,2009-05-17,2009-05-23,Monaragala,2
3274,2009,21,2009-05-17,2009-05-23,Ratnapura,83
3275,2009,21,2009-05-17,2009-05-23,Kegalle,112
3276,2009,21,2009-05-17,2009-05-23,Kalmune,5
3277,2009,22,2009-05-24,2009-05-29,Colombo,158
3278,2009,22,2009-05-24,2009-05-29,Gampaha,194
3279,2009,22,2009-05-24,2009-05-29,Kalutara,52
3280,2009,22,2009-05-24,2009-05-29,Kandy,217
3281,2009,22,2009-05-24,2009-05-29,Matale,40
3282,2009,22,2009-05-24,2009-05-29,NuwaraEliya,1
3283,2009,22,2009-05-24,2009-05-29,Galle,21
3284,2009,22,2009-05-24,2009-05-29,Hambanthota,35
3285,2009,22,2009-05-24,2009-05-29,Matara,65
3286,2009,22,2009-05-24,2009-05-29,Jaffna,0
3287,2009,22,2009-05-24,2009-05-29,Kilinochchi,0
3288,2009,22,2009-05-24,2009-05-29,Mannar,0
3289,2009,22,2009-05-24,2009-05-29,Vavuniya,0
3290,2009,22,2009-05-24,2009-05-29,Mullaitivu,0
3291,2009,22,2009-05-24,2009-05-29,Batticaloa,6
3292,2009,22,2009-05-24,2009-05-29,Ampara,16
3293,2009,22,2009-05-24,2009-05-29,Trincomalee,11
3294,2009,22,2009-05-24,2009-05-29,Kurunegala,78
3295,2009,22,2009-05-24,2009-05-29,Puttalam,15
3296,2009,22,2009-05-24,2009-05-29,Anuradhapura,13
3297,2009,22,2009-05-24,2009-05-29,Polonnaruwa,7
3298,2009,22,2009-05-24,2009-05-29,Badulla,6
3299,2009,22,2009-05-24,2009-05-29,Monaragala,4
3300,2009,22,2009-05-24,2009-05-29,Ratnapura,77
3301,2009,22,2009-05-24,2009-05-29,Kegalle,118
3302,2009,22,2009-05-24,2009-05-29,Kalmune,1
3303,2009,23,2009-05-30,2009-06-05,Colombo,110
3304,2009,23,2009-05-30,2009-06-05,Gampaha,120
3305,2009,23,2009-05-30,2009-06-05,Kalutara,75
3306,2009,23,2009-05-30,2009-06-05,Kandy,154
3307,2009,23,2009-05-30,2009-06-05,Matale,34
3308,2009,23,2009-05-30,2009-06-05,NuwaraEliya,4
3309,2009,23,2009-05-30,2009-06-05,Galle,17
3310,2009,23,2009-05-30,2009-06-05,Hambanthota,66
3311,2009,23,2009-05-30,2009-06-05,Matara,42
3312,2009,23,2009-05-30,2009-06-05,Jaffna,0
3313,2009,23,2009-05-30,2009-06-05,Kilinochchi,0
3314,2009,23,2009-05-30,2009-06-05,Mannar,0
3315,2009,23,2009-05-30,2009-06-05,Vavuniya,0
3316,2009,23,2009-05-30,2009-06-05,Mullaitivu,0
3317,2009,23,2009-05-30,2009-06-05,Batticaloa,11
3318,2009,23,2009-05-30,2009-06-05,Ampara,4
3319,2009,23,2009-05-30,2009-06-05,Trincomalee,4
3320,2009,23,2009-05-30,2009-06-05,Kurunegala,70
3321,2009,23,2009-05-30,2009-06-05,Puttalam,31
3322,2009,23,2009-05-30,2009-06-05,Anuradhapura,21
3323,2009,23,2009-05-30,2009-06-05,Polonnaruwa,0
3324,2009,23,2009-05-30,2009-06-05,Badulla,12
3325,2009,23,2009-05-30,2009-06-05,Monaragala,9
3326,2009,23,2009-05-30,2009-06-05,Ratnapura,61
3327,2009,23,2009-05-30,2009-06-05,Kegalle,128
3328,2009,23,2009-05-30,2009-06-05,Kalmune,5
3329,2009,24,2009-06-06,2009-06-12,Colombo,209
3330,2009,24,2009-06-06,2009-06-12,Gampaha,165
3331,2009,24,2009-06-06,2009-06-12,Kalutara,33
3332,2009,24,2009-06-06,2009-06-12,Kandy,181
3333,2009,24,2009-06-06,2009-06-12,Matale,93
3334,2009,24,2009-06-06,2009-06-12,NuwaraEliya,19
3335,2009,24,2009-06-06,2009-06-12,Galle,22
3336,2009,24,2009-06-06,2009-06-12,Hambanthota,36
3337,2009,24,2009-06-06,2009-06-12,Matara,76
3338,2009,24,2009-06-06,2009-06-12,Jaffna,1
3339,2009,24,2009-06-06,2009-06-12,Kilinochchi,0
3340,2009,24,2009-06-06,2009-06-12,Mannar,0
3341,2009,24,2009-06-06,2009-06-12,Vavuniya,0
3342,2009,24,2009-06-06,2009-06-12,Mullaitivu,0
3343,2009,24,2009-06-06,2009-06-12,Batticaloa,18
3344,2009,24,2009-06-06,2009-06-12,Ampara,3
3345,2009,24,2009-06-06,2009-06-12,Trincomalee,7
3346,2009,24,2009-06-06,2009-06-12,Kurunegala,141
3347,2009,24,2009-06-06,2009-06-12,Puttalam,28
3348,2009,24,2009-06-06,2009-06-12,Anuradhapura,21
3349,2009,24,2009-06-06,2009-06-12,Polonnaruwa,5
3350,2009,24,2009-06-06,2009-06-12,Badulla,11
3351,2009,24,2009-06-06,2009-06-12,Monaragala,13
3352,2009,24,2009-06-06,2009-06-12,Ratnapura,94
3353,2009,24,2009-06-06,2009-06-12,Kegalle,122
3354,2009,24,2009-06-06,2009-06-12,Kalmune,2
3355,2009,25,2009-06-13,2009-06-19,Colombo,166
3356,2009,25,2009-06-13,2009-06-19,Gampaha,142
3357,2009,25,2009-06-13,2009-06-19,Kalutara,41
3358,2009,25,2009-06-13,2009-06-19,Kandy,111
3359,2009,25,2009-06-13,2009-06-19,Matale,130
3360,2009,25,2009-06-13,2009-06-19,NuwaraEliya,24
3361,2009,25,2009-06-13,2009-06-19,Galle,49
3362,2009,25,2009-06-13,2009-06-19,Hambanthota,37
3363,2009,25,2009-06-13,2009-06-19,Matara,64
3364,2009,25,2009-06-13,2009-06-19,Jaffna,0
3365,2009,25,2009-06-13,2009-06-19,Kilinochchi,0
3366,2009,25,2009-06-13,2009-06-19,Mannar,0
3367,2009,25,2009-06-13,2009-06-19,Vavuniya,3
3368,2009,25,2009-06-13,2009-06-19,Mullaitivu,0
3369,2009,25,2009-06-13,2009-06-19,Batticaloa,19
3370,2009,25,2009-06-13,2009-06-19,Ampara,14
3371,2009,25,2009-06-13,2009-06-19,Trincomalee,19
3372,2009,25,2009-06-13,2009-06-19,Kurunegala,228
3373,2009,25,2009-06-13,2009-06-19,Puttalam,41
3374,2009,25,2009-06-13,2009-06-19,Anuradhapura,40
3375,2009,25,2009-06-13,2009-06-19,Polonnaruwa,5
3376,2009,25,2009-06-13,2009-06-19,Badulla,36
3377,2009,25,2009-06-13,2009-06-19,Monaragala,10
3378,2009,25,2009-06-13,2009-06-19,Ratnapura,112
3379,2009,25,2009-06-13,2009-06-19,Kegalle,250
3380,2009,25,2009-06-13,2009-06-19,Kalmune,4
3381,2009,26,2009-06-20,2009-06-26,Colombo,288
3382,2009,26,2009-06-20,2009-06-26,Gampaha,158
3383,2009,26,2009-06-20,2009-06-26,Kalutara,33
3384,2009,26,2009-06-20,2009-06-26,Kandy,183
3385,2009,26,2009-06-20,2009-06-26,Matale,95
3386,2009,26,2009-06-20,2009-06-26,NuwaraEliya,17
3387,2009,26,2009-06-20,2009-06-26,Galle,32
3388,2009,26,2009-06-20,2009-06-26,Hambanthota,29
3389,2009,26,2009-06-20,2009-06-26,Matara,36
3390,2009,26,2009-06-20,2009-06-26,Jaffna,0
3391,2009,26,2009-06-20,2009-06-26,Kilinochchi,0
3392,2009,26,2009-06-20,2009-06-26,Mannar,0
3393,2009,26,2009-06-20,2009-06-26,Vavuniya,1
3394,2009,26,2009-06-20,2009-06-26,Mullaitivu,0
3395,2009,26,2009-06-20,2009-06-26,Batticaloa,15
3396,2009,26,2009-06-20,2009-06-26,Ampara,24
3397,2009,26,2009-06-20,2009-06-26,Trincomalee,15
3398,2009,26,2009-06-20,2009-06-26,Kurunegala,105
3399,2009,26,2009-06-20,2009-06-26,Puttalam,41
3400,2009,26,2009-06-20,2009-06-26,Anuradhapura,28
3401,2009,26,2009-06-20,2009-06-26,Polonnaruwa,21
3402,2009,26,2009-06-20,2009-06-26,Badulla,18
3403,2009,26,2009-06-20,2009-06-26,Monaragala,14
3404,2009,26,2009-06-20,2009-06-26,Ratnapura,76
3405,2009,26,2009-06-20,2009-06-26,Kegalle,107
3406,2009,26,2009-06-20,2009-06-26,Kalmune,4
3407,2009,27,2009-06-27,2009-07-03,Colombo,153
3408,2009,27,2009-06-27,2009-07-03,Gampaha,170
3409,2009,27,2009-06-27,2009-07-03,Kalutara,35
3410,2009,27,2009-06-27,2009-07-03,Kandy,55
3411,2009,27,2009-06-27,2009-07-03,Matale,87
3412,2009,27,2009-06-27,2009-07-03,NuwaraEliya,18
3413,2009,27,2009-06-27,2009-07-03,Galle,34
3414,2009,27,2009-06-27,2009-07-03,Hambanthota,39
3415,2009,27,2009-06-27,2009-07-03,Matara,45
3416,2009,27,2009-06-27,2009-07-03,Jaffna,0
3417,2009,27,2009-06-27,2009-07-03,Kilinochchi,0
3418,2009,27,2009-06-27,2009-07-03,Mannar,0
3419,2009,27,2009-06-27,2009-07-03,Vavuniya,0
3420,2009,27,2009-06-27,2009-07-03,Mullaitivu,0
3421,2009,27,2009-06-27,2009-07-03,Batticaloa,12
3422,2009,27,2009-06-27,2009-07-03,Ampara,12
3423,2009,27,2009-06-27,2009-07-03,Trincomalee,16
3424,2009,27,2009-06-27,2009-07-03,Kurunegala,85
3425,2009,27,2009-06-27,2009-07-03,Puttalam,47
3426,2009,27,2009-06-27,2009-07-03,Anuradhapura,33
3427,2009,27,2009-06-27,2009-07-03,Polonnaruwa,8
3428,2009,27,2009-06-27,2009-07-03,Badulla,9
3429,2009,27,2009-06-27,2009-07-03,Monaragala,10
3430,2009,27,2009-06-27,2009-07-03,Ratnapura,69
3431,2009,27,2009-06-27,2009-07-03,Kegalle,83
3432,2009,27,2009-06-27,2009-07-03,Kalmune,3
3433,2009,28,2009-07-04,2009-07-10,Colombo,161
